General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:297:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:301:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:306:32,"note: Shift"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:309:24,"portability: Shifting signed 32-bit value by 31 bits is implementation-defined behaviour [shiftTooManyBitsSigned]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:297:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:301:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:309:24,"note: Shift"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:311:32,"portability: Shifting signed 32-bit value by 31 bits is implementation-defined behaviour [shiftTooManyBitsSigned]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:297:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:301:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:311:32,"note: Shift"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:346:24,"portability: Shifting signed 32-bit value by 31 bits is implementation-defined behaviour [shiftTooManyBitsSigned]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:338:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:341:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:346:24,"note: Shift"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:348:32,"portability: Shifting signed 32-bit value by 31 bits is implementation-defined behaviour [shiftTooManyBitsSigned]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:338:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:341:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:348:32,"note: Shift"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:306:32,"Signed integer overflow for expression '1<<loopCounter'. [integerOverflow]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:297:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:301:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:306:32,"note: Integer overflow"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:309:24,"Signed integer overflow for expression '1<<loopCounter'. [integerOverflow]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:297:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:301:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:309:24,"note: Integer overflow"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:311:32,"Signed integer overflow for expression '1<<loopCounter'. [integerOverflow]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:297:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:301:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:311:32,"note: Integer overflow"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:346:24,"Signed integer overflow for expression '1<<loopCounter'. [integerOverflow]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:338:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:341:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:346:24,"note: Integer overflow"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:348:32,"Signed integer overflow for expression '1<<loopCounter'. [integerOverflow]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:338:38,"note: Assignment 'loopCounter=32-1', assigned value is 31"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:341:22,"note: Assuming condition is false"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:348:32,"note: Integer overflow"
8.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:65:14,"A compatible declaration shall be visible when an object or function with external linkage is defined"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:202:31,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:209:30,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:212:28,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:219:33,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:222:28,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:229:24,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:258:28,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:264:33,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:267:24,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:300:28,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:306:32,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:309:24,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:311:32,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:340:28,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:346:24,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:348:32,"Operands shall not be of an inappropriate essential type"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:85:60,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:109:19,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:122:27,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:128:28,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:132:18,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:137:29,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:141:19,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:147:30,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:151:20,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:157:31,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:161:21,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:73:58,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:74:43,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
17.7,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:90:15,"The value returned by a function having non-void return type shall be used"
17.7,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchBTest.c:103:15,"The value returned by a function having non-void return type shall be used"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:34:0,"information: Include file: "classb/classb.h" not found. [missingInclude]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:35:0,"information: Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
8.2,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:53:0,"Function types shall be in prototype form with named parameters"
8.4,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:55:14,"A compatible declaration shall be visible when an object or function with external linkage is defined"
17.7,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:58:0,"The value returned by a function having non-void return type shall be used"
17.7,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:61:0,"The value returned by a function having non-void return type shall be used"
17.7,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:62:0,"The value returned by a function having non-void return type shall be used"
17.7,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:71:9,"The value returned by a function having non-void return type shall be used"
17.7,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCStackTest.c:76:9,"The value returned by a function having non-void return type shall be used"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:33:0,"information: Include file: "classb/classb.h" not found. [missingInclude]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:34:0,"information: Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:148:12,"style: Redundant initialization for 'ptr'. The initialized value is overwritten before it is read. [redundantInitialization]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:145:23,"note: ptr is initialized"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:148:12,"note: ptr is overwritten"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:242:9,"style: The scope of the variable 'tempValue' can be reduced. [variableScope]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:279:9,"style: The scope of the variable 'tempValue' can be reduced. [variableScope]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:313:9,"style: The scope of the variable 'tempValue' can be reduced. [variableScope]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:93:19,"style: Variable 'endAddress' can be declared as pointer to const [constVariablePointer]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\classb\src\CLASSB_RAMMarchCTest.c:311:46,"style: Parameter 'ptr' can be declared as pointer to const [constParameterPointer]"
